26NA20190207;Becker, M., and Olsen, A. (2020). Underway physical oceanography and carbon dioxide measurements during Nuka Arctica cruise;10.1594/PANGAEA.xxxxxx
26NA20190216;Becker, M., and Olsen, A. (2020). Underway physical oceanography and carbon dioxide measurements during Nuka Arctica cruise;10.1594/PANGAEA.xxxxxx
26NA20190308;Becker, M., and Olsen, A. (2020). Underway physical oceanography and carbon dioxide measurements during Nuka Arctica cruise;10.1594/PANGAEA.xxxxxx
26NA20190317;Becker, M., and Olsen, A. (2020). Underway physical oceanography and carbon dioxide measurements during Nuka Arctica cruise;10.1594/PANGAEA.xxxxxx
26NA20190330;Becker, M., and Olsen, A. (2020). Underway physical oceanography and carbon dioxide measurements during Nuka Arctica cruise;10.1594/PANGAEA.xxxxxx
26NA20190408;Becker, M., and Olsen, A. (2020). Underway physical oceanography and carbon dioxide measurements during Nuka Arctica cruise;10.1594/PANGAEA.xxxxxx
26NA20190424;Becker, M., and Olsen, A. (2020). Underway physical oceanography and carbon dioxide measurements during Nuka Arctica cruise;10.1594/PANGAEA.xxxxxx
26NA20190502;Becker, M., and Olsen, A. (2020). Underway physical oceanography and carbon dioxide measurements during Nuka Arctica cruise;10.1594/PANGAEA.xxxxxx
26NA20190516;Becker, M., and Olsen, A. (2020). Underway physical oceanography and carbon dioxide measurements during Nuka Arctica cruise;10.1594/PANGAEA.xxxxxx
26NA20190524;Becker, M., and Olsen, A. (2020). Underway physical oceanography and carbon dioxide measurements during Nuka Arctica cruise;10.1594/PANGAEA.xxxxxx
26NA20190918;Becker, M., and Olsen, A. (2020). Underway physical oceanography and carbon dioxide measurements during Nuka Arctica cruise;10.1594/PANGAEA.xxxxxx
26NA20191009;Becker, M., and Olsen, A. (2020). Underway physical oceanography and carbon dioxide measurements during Nuka Arctica cruise;10.1594/PANGAEA.xxxxxx
26NA20191020;Becker, M., and Olsen, A. (2020). Underway physical oceanography and carbon dioxide measurements during Nuka Arctica cruise;10.1594/PANGAEA.xxxxxx
26NA20191030;Becker, M., and Olsen, A. (2020). Underway physical oceanography and carbon dioxide measurements during Nuka Arctica cruise;10.1594/PANGAEA.xxxxxx
26NA20191108;Becker, M., and Olsen, A. (2020). Underway physical oceanography and carbon dioxide measurements during Nuka Arctica cruise;10.1594/PANGAEA.xxxxxx
26NA20191122;Becker, M., and Olsen, A. (2020). Underway physical oceanography and carbon dioxide measurements during Nuka Arctica cruise;10.1594/PANGAEA.xxxxxx
26NA20191201;Becker, M., and Olsen, A. (2020). Underway physical oceanography and carbon dioxide measurements during Nuka Arctica cruise;10.1594/PANGAEA.xxxxxx
26NA20191211;Becker, M., and Olsen, A. (2020). Underway physical oceanography and carbon dioxide measurements during Nuka Arctica cruise;10.1594/PANGAEA.xxxxxx
48MB20180102;Luchetta, A., Cantoni, C. and Sparnocchia, S. (2020). Underway physical oceanography and carbon dioxide measurements at mooring site PALOMA cruise;10.1594/PANGAEA.xxxxxx
58GS20160220;Skjelvan, I. (2017). Underway physical oceanography and carbon dioxide measurements during G. O. Sars (2003) cruise;10.1594/PANGAEA.878456
58GS20160304;Skjelvan, I. (2017). Underway physical oceanography and carbon dioxide measurements during G. O. Sars (2003) cruise;10.1594/PANGAEA.878457
58GS20160312;Skjelvan, I. (2017). Underway physical oceanography and carbon dioxide measurements during G. O. Sars (2003) cruise;10.1594/PANGAEA.878458
58GS20160411;Skjelvan, I. (2017). Underway physical oceanography and carbon dioxide measurements during G. O. Sars (2003) cruise;10.1594/PANGAEA.878459
58GS20160604;Skjelvan, I. (2017). Underway physical oceanography and carbon dioxide measurements during G. O. Sars (2003) cruise;10.1594/PANGAEA.878460
58GS20160619;Skjelvan, I. (2017). Underway physical oceanography and carbon dioxide measurements during G. O. Sars (2003) cruise;10.1594/PANGAEA.878461
58GS20160721;Skjelvan, I. (2017). Underway physical oceanography and carbon dioxide measurements during G. O. Sars (2003) cruise;10.1594/PANGAEA.878462
58GS20160802;Skjelvan, I. (2017). Underway physical oceanography and carbon dioxide measurements during G. O. Sars (2003) cruise;10.1594/PANGAEA.878463
58GS20160817;Skjelvan, I. (2017). Underway physical oceanography and carbon dioxide measurements during G. O. Sars (2003) cruise;10.1594/PANGAEA.878464
58GS20160913;Skjelvan, I. (2017). Underway physical oceanography and carbon dioxide measurements during G. O. Sars (2003) cruise;10.1594/PANGAEA.878465
58GS20161005;Skjelvan, I. (2017). Underway physical oceanography and carbon dioxide measurements during G. O. Sars (2003) cruise;10.1594/PANGAEA.878466
58GS20161113;Skjelvan, I. (2017). Underway physical oceanography and carbon dioxide measurements during G. O. Sars (2003) cruise;10.1594/PANGAEA.878467
58GS20161124;Skjelvan, I. (2017). Underway physical oceanography and carbon dioxide measurements during G. O. Sars (2003) cruise;10.1594/PANGAEA.878468
58GS20170208;Skjelvan, I. (2018). Underway physical oceanography and carbon dioxide measurements during G.O. Sars cruise;10.1594/PANGAEA.891792
58GS20170410;Skjelvan, I. (2018). Underway physical oceanography and carbon dioxide measurements during G.O. Sars cruise;10.1594/PANGAEA.891793
58GS20170422;Skjelvan, I. (2018). Underway physical oceanography and carbon dioxide measurements during G.O. Sars cruise;10.1594/PANGAEA.891794
58GS20170504;Skjelvan, I. (2018). Underway physical oceanography and carbon dioxide measurements during G.O. Sars cruise;10.1594/PANGAEA.891795
58GS20170622;Skjelvan, I. (2018). Underway physical oceanography and carbon dioxide measurements during G.O. Sars cruise;10.1594/PANGAEA.891796
58GS20170816;Skjelvan, I. (2018). Underway physical oceanography and carbon dioxide measurements during G.O. Sars cruise;10.1594/PANGAEA.891797
58GS20170828;Skjelvan, I. (2018). Underway physical oceanography and carbon dioxide measurements during G.O. Sars cruise;10.1594/PANGAEA.891798
58GS20180202;Skjelvan, I. (2019). Underway physical oceanography and carbon dioxide measurements during G.O. Sars cruise;10.1594/PANGAEA.906507
58GS20180206;Skjelvan, I. (2019). Underway physical oceanography and carbon dioxide measurements during G.O. Sars cruise;10.1594/PANGAEA.906508
58GS20180321;Skjelvan, I. (2019). Underway physical oceanography and carbon dioxide measurements during G.O. Sars cruise;10.1594/PANGAEA.906509
58GS20180501;Skjelvan, I. (2019). Underway physical oceanography and carbon dioxide measurements during G.O. Sars cruise;10.1594/PANGAEA.906510
58GS20180607;Skjelvan, I. (2019). Underway physical oceanography and carbon dioxide measurements during G.O. Sars cruise;10.1594/PANGAEA.906511
58GS20180728;Skjelvan, I. (2019). Underway physical oceanography and carbon dioxide measurements during G.O. Sars cruise;10.1594/PANGAEA.906512
58GS20180907;Skjelvan, I. (2019). Underway physical oceanography and carbon dioxide measurements during G.O. Sars cruise;10.1594/PANGAEA.906513
58GS20181010;Skjelvan, I. (2019). Underway physical oceanography and carbon dioxide measurements during G.O. Sars cruise;10.1594/PANGAEA.906514
58GS20181024;Skjelvan, I. (2019). Underway physical oceanography and carbon dioxide measurements during G.O. Sars cruise;10.1594/PANGAEA.906515
58GS20181112;Skjelvan, I. (2019). Underway physical oceanography and carbon dioxide measurements during G.O. Sars cruise;10.1594/PANGAEA.906516
58GS20181124;Skjelvan, I. (2019). Underway physical oceanography and carbon dioxide measurements during G.O. Sars cruise;10.1594/PANGAEA.906517
58GS20190407;Skjelvan, I. (2020). Underway physical oceanography and carbon dioxide measurements during G.O. Sars cruise;10.1594/PANGAEA.xxxxxx
58GS20190430;Skjelvan, I. (2020). Underway physical oceanography and carbon dioxide measurements during G.O. Sars cruise;10.1594/PANGAEA.xxxxxx
58GS20190608;Skjelvan, I. (2020). Underway physical oceanography and carbon dioxide measurements during G.O. Sars cruise;10.1594/PANGAEA.xxxxxx
58GS20190706;Skjelvan, I. (2020). Underway physical oceanography and carbon dioxide measurements during G.O. Sars cruise;10.1594/PANGAEA.xxxxxx
58GS20190711;Skjelvan, I. (2020). Underway physical oceanography and carbon dioxide measurements during G.O. Sars cruise;10.1594/PANGAEA.xxxxxx
58GS20190718;Skjelvan, I. (2020). Underway physical oceanography and carbon dioxide measurements during G.O. Sars cruise;10.1594/PANGAEA.xxxxxx
58GS20190724;Skjelvan, I. (2020). Underway physical oceanography and carbon dioxide measurements during G.O. Sars cruise;10.1594/PANGAEA.xxxxxx
58GS20190813;Skjelvan, I. (2020). Underway physical oceanography and carbon dioxide measurements during G.O. Sars cruise;10.1594/PANGAEA.xxxxxx
58GS20190919;Skjelvan, I. (2020). Underway physical oceanography and carbon dioxide measurements during G.O. Sars cruise;10.1594/PANGAEA.xxxxxx
58GS20191011;Skjelvan, I. (2020). Underway physical oceanography and carbon dioxide measurements during G.O. Sars cruise;10.1594/PANGAEA.xxxxxx
58GS20191121;Skjelvan, I. (2020). Underway physical oceanography and carbon dioxide measurements during G.O. Sars cruise;10.1594/PANGAEA.xxxxxx
65DK20150814;Lefèvre, N. (2017). Underway physical oceanography and carbon dioxide measurements during Cap San Lorenzo cruise;10.1594/PANGAEA.878479
65DK20150914;Lefèvre, N. (2017). Underway physical oceanography and carbon dioxide measurements during Cap San Lorenzo cruise;10.1594/PANGAEA.878480
65DK20151009;Lefèvre, N. (2017). Underway physical oceanography and carbon dioxide measurements during Cap San Lorenzo cruise;10.1594/PANGAEA.878481
65DK20151109;Lefèvre, N. (2017). Underway physical oceanography and carbon dioxide measurements during Cap San Lorenzo cruise;10.1594/PANGAEA.878482
65DK20151204;Lefèvre, N. (2017). Underway physical oceanography and carbon dioxide measurements during Cap San Lorenzo cruise;10.1594/PANGAEA.878483
65DK20160129;Lefèvre, N. (2017). Underway physical oceanography and carbon dioxide measurements during Cap San Lorenzo cruise;10.1594/PANGAEA.878484
65DK20160326;Lefèvre, N. (2017). Underway physical oceanography and carbon dioxide measurements during Cap San Lorenzo cruise;10.1594/PANGAEA.878485
65DK20160715;Lefèvre, N. (2017). Underway physical oceanography and carbon dioxide measurements during Cap San Lorenzo cruise;10.1594/PANGAEA.878486
65DK20170104;Lefèvre, N. (2018). Underway physical oceanography and carbon dioxide measurements during Cap san Lorenzo cruise;10.1594/PANGAEA.891800
65DK20170130;Lefèvre, N. (2018). Underway physical oceanography and carbon dioxide measurements during Cap san Lorenzo cruise;10.1594/PANGAEA.891801
65DK20170225;Lefèvre, N. (2018). Underway physical oceanography and carbon dioxide measurements during Cap san Lorenzo cruise;10.1594/PANGAEA.891802
65DK20170423;Lefèvre, N. (2018). Underway physical oceanography and carbon dioxide measurements during Cap san Lorenzo cruise;10.1594/PANGAEA.891803
65DK20170525;Lefèvre, N. (2018). Underway physical oceanography and carbon dioxide measurements during Cap san Lorenzo cruise;10.1594/PANGAEA.891804
65DK20170617;Lefèvre, N. (2018). Underway physical oceanography and carbon dioxide measurements during Cap san Lorenzo cruise;10.1594/PANGAEA.891805
65DK20170717;Lefèvre, N. (2018). Underway physical oceanography and carbon dioxide measurements during Cap san Lorenzo cruise;10.1594/PANGAEA.891806
65DK20180624;Lefèvre, N. (2019). Underway physical oceanography and carbon dioxide measurements during Cap San Lorenzo cruise;10.1594/PANGAEA.906543
65DK20180724;Lefèvre, N. (2019). Underway physical oceanography and carbon dioxide measurements during Cap San Lorenzo cruise;10.1594/PANGAEA.906544
65DK20180821;Lefèvre, N. (2019). Underway physical oceanography and carbon dioxide measurements during Cap San Lorenzo cruise;10.1594/PANGAEA.906545
65DK20180918;Lefèvre, N. (2019). Underway physical oceanography and carbon dioxide measurements during Cap San Lorenzo cruise;10.1594/PANGAEA.906546
65DK20190504;Lefèvre, N. (2020). Underway physical oceanography and carbon dioxide measurements during Cap San Lorenzo cruise;10.1594/PANGAEA.xxxxxx
65DK20190529;Lefèvre, N. (2020). Underway physical oceanography and carbon dioxide measurements during Cap San Lorenzo cruise;10.1594/PANGAEA.xxxxxx
65DK20190626;Lefèvre, N. (2020). Underway physical oceanography and carbon dioxide measurements during Cap San Lorenzo cruise;10.1594/PANGAEA.xxxxxx
65DK20190821;Lefèvre, N. (2020). Underway physical oceanography and carbon dioxide measurements during Cap San Lorenzo cruise;10.1594/PANGAEA.xxxxxx
