Date/Time,Value
2022-04-08T17:32:05.000Z,35.429
2022-04-08T17:34:50.000Z,35.427
2022-04-08T17:37:14.000Z,35.424
2022-04-08T17:39:39.000Z,35.425
2022-04-08T17:42:03.000Z,35.426
2022-04-08T17:44:28.000Z,35.429
2022-04-08T17:46:53.000Z,35.433
2022-04-08T17:49:18.000Z,35.43
2022-04-08T17:51:42.000Z,35.426
2022-04-08T17:54:07.000Z,35.425
2022-04-08T17:56:31.000Z,35.427
2022-04-08T17:58:56.000Z,35.426
2022-04-08T18:01:21.000Z,35.425
2022-04-08T18:03:45.000Z,35.428
2022-04-08T18:06:10.000Z,35.433
2022-04-08T18:08:35.000Z,35.439
2022-04-08T18:10:59.000Z,35.446
2022-04-08T18:13:24.000Z,35.448
2022-04-08T18:15:49.000Z,35.45
2022-04-08T18:18:13.000Z,35.454
2022-04-08T18:20:38.000Z,35.458
2022-04-08T18:23:03.000Z,35.464
2022-04-08T18:25:27.000Z,35.472
2022-04-08T18:27:52.000Z,35.477
2022-04-08T18:30:17.000Z,35.486
2022-04-08T18:32:41.000Z,35.486
2022-04-08T18:35:26.000Z,35.495
2022-04-08T18:37:51.000Z,35.504
2022-04-08T18:40:15.000Z,35.503
2022-04-08T18:42:40.000Z,35.503
2022-04-08T18:45:04.000Z,35.502
2022-04-08T18:47:29.000Z,35.501
2022-04-08T18:49:54.000Z,35.5
2022-04-08T18:52:19.000Z,35.499
2022-04-08T18:54:43.000Z,35.494
2022-04-08T18:57:08.000Z,35.492
2022-04-08T18:59:33.000Z,35.49
2022-04-08T19:01:57.000Z,35.489
2022-04-08T19:04:22.000Z,35.492
2022-04-08T19:06:47.000Z,35.495
2022-04-08T19:09:11.000Z,35.498
2022-04-08T19:28:00.000Z,35.536
2022-04-08T19:30:21.000Z,35.544
2022-04-08T19:32:42.000Z,35.552
2022-04-08T19:35:25.000Z,35.562
2022-04-08T19:37:45.000Z,35.57
2022-04-08T19:43:33.000Z,35.571
2022-04-08T19:45:56.000Z,35.573
2022-04-08T19:48:20.000Z,35.575
2022-04-08T19:50:44.000Z,35.581
2022-04-08T19:53:09.000Z,35.586
2022-04-08T19:55:34.000Z,35.579
2022-04-08T19:57:58.000Z,35.568
2022-04-08T20:00:23.000Z,35.548
2022-04-08T20:02:48.000Z,35.542
2022-04-08T20:05:12.000Z,35.52
2022-04-08T20:07:37.000Z,35.503
2022-04-08T20:10:02.000Z,35.501
2022-04-08T20:12:27.000Z,35.498
2022-04-08T20:14:51.000Z,35.496
2022-04-08T20:17:16.000Z,35.496
2022-04-08T20:19:41.000Z,35.498
2022-04-08T20:22:05.000Z,35.504
2022-04-08T20:24:30.000Z,35.508
2022-04-08T20:26:55.000Z,35.512
2022-04-08T20:29:20.000Z,35.512
2022-04-08T20:31:44.000Z,35.51
2022-04-08T20:34:29.000Z,35.509
2022-04-08T20:36:54.000Z,35.502
2022-04-08T20:39:19.000Z,35.498
2022-04-08T20:41:42.000Z,35.496
2022-04-08T20:44:06.000Z,35.494
2022-04-08T20:46:30.000Z,35.497
2022-04-08T20:48:54.000Z,35.501
2022-04-08T20:51:18.000Z,35.506
2022-04-08T20:53:42.000Z,35.51
2022-04-08T20:56:06.000Z,35.514
2022-04-08T20:58:30.000Z,35.517
2022-04-08T21:00:54.000Z,35.52
2022-04-08T21:03:18.000Z,35.524
2022-04-08T21:05:41.000Z,35.531
2022-04-08T21:08:05.000Z,35.535
2022-04-08T21:10:29.000Z,35.539
2022-04-08T21:12:53.000Z,35.542
2022-04-08T21:15:17.000Z,35.549
2022-04-08T21:17:41.000Z,35.556
2022-04-08T21:20:05.000Z,35.561
2022-04-08T21:22:29.000Z,35.564
2022-04-08T21:24:53.000Z,35.563
2022-04-08T21:27:17.000Z,35.562
2022-04-08T21:29:41.000Z,35.564
2022-04-08T21:32:05.000Z,35.567
2022-04-08T21:34:49.000Z,35.571
2022-04-08T21:37:13.000Z,35.573
2022-04-08T21:39:36.000Z,35.585
2022-04-08T21:42:00.000Z,35.595
2022-04-08T21:44:24.000Z,35.598
2022-04-08T21:46:48.000Z,35.603
2022-04-08T21:49:12.000Z,35.609
2022-04-08T21:51:36.000Z,35.614
2022-04-08T21:54:00.000Z,35.621
2022-04-08T21:56:24.000Z,35.629
2022-04-08T21:58:48.000Z,35.632
2022-04-08T22:01:12.000Z,35.637
2022-04-08T22:03:36.000Z,35.637
2022-04-08T22:06:00.000Z,35.638
2022-04-08T22:08:24.000Z,35.642
2022-04-08T22:10:48.000Z,35.647
2022-04-08T22:13:11.000Z,35.651
2022-04-08T22:15:35.000Z,35.654
2022-04-08T22:17:59.000Z,35.657
2022-04-08T22:20:23.000Z,35.654
2022-04-08T22:22:47.000Z,35.649
2022-04-08T22:25:11.000Z,35.64
2022-04-08T22:27:35.000Z,35.633
2022-04-08T22:29:59.000Z,35.619
2022-04-08T22:32:23.000Z,35.601
2022-04-08T22:35:07.000Z,35.597
2022-04-08T22:37:31.000Z,35.597
2022-04-08T22:39:55.000Z,35.6
2022-04-08T22:42:19.000Z,35.603
2022-04-08T22:44:43.000Z,35.604
2022-04-08T22:47:07.000Z,35.606
2022-04-08T22:49:31.000Z,35.614
2022-04-08T22:51:54.000Z,35.618
2022-04-08T22:54:18.000Z,35.628
2022-04-08T23:33:21.000Z,35.571
2022-04-08T23:36:02.000Z,35.545
2022-04-08T23:38:23.000Z,35.531
2022-04-08T23:40:45.000Z,35.53
2022-04-08T23:43:06.000Z,35.532
2022-04-08T23:48:53.000Z,35.547
2022-04-08T23:51:17.000Z,35.56
2022-04-08T23:53:41.000Z,35.565
2022-04-08T23:56:05.000Z,35.551
2022-04-08T23:58:29.000Z,35.541
2022-04-09T00:00:53.000Z,35.569
2022-04-09T00:03:16.000Z,35.592
2022-04-09T00:05:40.000Z,35.6
2022-04-09T00:08:04.000Z,35.604
2022-04-09T00:10:28.000Z,35.598
2022-04-09T00:12:52.000Z,35.594
2022-04-09T00:15:16.000Z,35.594
2022-04-09T00:17:40.000Z,35.595
2022-04-09T00:20:04.000Z,35.6
2022-04-09T00:22:28.000Z,35.606
2022-04-09T00:24:51.000Z,35.578
2022-04-09T00:27:15.000Z,35.55
2022-04-09T00:29:39.000Z,35.531
2022-04-09T00:32:03.000Z,35.522
2022-04-09T00:34:47.000Z,35.543
2022-04-09T00:37:11.000Z,35.564
2022-04-09T00:39:35.000Z,35.588
2022-04-09T00:41:59.000Z,35.612
2022-04-09T00:44:23.000Z,35.617
2022-04-09T00:46:47.000Z,35.621
2022-04-09T00:49:11.000Z,35.625
2022-04-09T00:51:35.000Z,35.63
2022-04-09T00:53:59.000Z,35.635
2022-04-09T00:56:23.000Z,35.631
2022-04-09T00:58:46.000Z,35.642
2022-04-09T01:01:10.000Z,35.658
2022-04-09T01:03:34.000Z,35.666
2022-04-09T01:05:58.000Z,35.672
2022-04-09T01:08:22.000Z,35.678
2022-04-09T01:10:46.000Z,35.679
2022-04-09T01:13:10.000Z,35.677
2022-04-09T01:15:34.000Z,35.674
2022-04-09T01:17:58.000Z,35.674
2022-04-09T01:20:21.000Z,35.675
2022-04-09T01:22:45.000Z,35.675
2022-04-09T01:25:09.000Z,35.67
2022-04-09T01:27:33.000Z,35.666
2022-04-09T01:29:57.000Z,35.668
2022-04-09T01:32:21.000Z,35.67
2022-04-09T01:35:05.000Z,35.67
2022-04-09T01:37:29.000Z,35.67
2022-04-09T01:39:53.000Z,35.669
2022-04-09T01:42:17.000Z,35.669
2022-04-09T01:44:40.000Z,35.675
2022-04-09T01:47:04.000Z,35.681
2022-04-09T01:49:28.000Z,35.683
2022-04-09T01:51:52.000Z,35.682
2022-04-09T01:54:16.000Z,35.678
2022-04-09T01:56:40.000Z,35.678
2022-04-09T01:59:04.000Z,35.681
2022-04-09T02:01:28.000Z,35.684
2022-04-09T02:03:52.000Z,35.684
2022-04-09T02:06:16.000Z,35.683
2022-04-09T02:08:40.000Z,35.681
2022-04-09T02:11:04.000Z,35.678
2022-04-09T02:13:28.000Z,35.678
2022-04-09T02:15:52.000Z,35.634
2022-04-09T02:18:15.000Z,35.634
2022-04-09T02:20:39.000Z,35.645
2022-04-09T02:23:03.000Z,35.666
2022-04-09T02:25:27.000Z,35.683
2022-04-09T02:27:51.000Z,35.706
2022-04-09T02:30:15.000Z,35.707
2022-04-09T02:32:39.000Z,35.712
2022-04-09T02:35:23.000Z,35.72
2022-04-09T02:37:47.000Z,35.728
2022-04-09T02:40:11.000Z,35.734
2022-04-09T02:42:35.000Z,35.74
2022-04-09T02:44:58.000Z,35.74
2022-04-09T02:47:22.000Z,35.741
2022-04-09T02:49:46.000Z,35.739
2022-04-09T02:52:10.000Z,35.736
2022-04-09T02:54:34.000Z,35.737
2022-04-09T02:56:58.000Z,35.739
2022-04-09T02:59:22.000Z,35.739
2022-04-09T03:18:10.000Z,35.737
2022-04-09T03:20:31.000Z,35.737
2022-04-09T03:22:53.000Z,35.737
2022-04-09T03:25:14.000Z,35.736
2022-04-09T03:27:36.000Z,35.735
2022-04-09T03:33:23.000Z,35.728
2022-04-09T03:36:08.000Z,35.727
2022-04-09T03:38:32.000Z,35.73
2022-04-09T03:40:56.000Z,35.746
2022-04-09T03:43:20.000Z,35.757
2022-04-09T03:45:44.000Z,35.759
2022-04-09T03:48:08.000Z,35.762
2022-04-09T03:50:31.000Z,35.763
2022-04-09T03:52:55.000Z,35.759
2022-04-09T03:55:19.000Z,35.753
2022-04-09T03:57:43.000Z,35.753
2022-04-09T04:00:07.000Z,35.752
2022-04-09T04:02:31.000Z,35.753
2022-04-09T04:04:55.000Z,35.756
2022-04-09T04:07:19.000Z,35.757
2022-04-09T04:09:43.000Z,35.761
2022-04-09T04:12:06.000Z,35.764
2022-04-09T04:14:30.000Z,35.765
2022-04-09T04:16:54.000Z,35.768
2022-04-09T04:19:18.000Z,35.771
2022-04-09T04:21:42.000Z,35.77
2022-04-09T04:24:06.000Z,35.763
2022-04-09T04:26:30.000Z,35.756
2022-04-09T04:28:54.000Z,35.748
2022-04-09T04:31:18.000Z,35.744
2022-04-09T04:33:41.000Z,35.742
2022-04-09T04:36:25.000Z,35.739
2022-04-09T04:38:49.000Z,35.739
2022-04-09T04:41:13.000Z,35.727
2022-04-09T04:43:37.000Z,35.716
2022-04-09T04:46:01.000Z,35.721
2022-04-09T04:48:25.000Z,35.729
2022-04-09T04:50:49.000Z,35.741
2022-04-09T04:53:13.000Z,35.752
2022-04-09T04:55:37.000Z,35.763
2022-04-09T04:58:01.000Z,35.766
2022-04-09T05:00:25.000Z,35.767
2022-04-09T05:02:48.000Z,35.767
2022-04-09T05:05:12.000Z,35.769
2022-04-09T05:07:36.000Z,35.771
2022-04-09T05:10:00.000Z,35.771
2022-04-09T05:12:24.000Z,35.772
2022-04-09T05:14:48.000Z,35.77
2022-04-09T05:17:12.000Z,35.769
2022-04-09T05:19:36.000Z,35.77
2022-04-09T05:22:00.000Z,35.769
2022-04-09T05:24:24.000Z,35.765
2022-04-09T05:26:48.000Z,35.762
2022-04-09T05:29:11.000Z,35.761
2022-04-09T05:31:35.000Z,35.76
2022-04-09T05:33:59.000Z,35.759
2022-04-09T05:36:43.000Z,35.759
2022-04-09T05:39:07.000Z,35.76
2022-04-09T05:41:31.000Z,35.761
2022-04-09T05:43:55.000Z,35.758
2022-04-09T05:46:19.000Z,35.754
2022-04-09T05:48:43.000Z,35.754
2022-04-09T05:51:07.000Z,35.755
2022-04-09T05:53:30.000Z,35.758
2022-04-09T05:55:54.000Z,35.762
2022-04-09T05:58:18.000Z,35.764
2022-04-09T06:00:42.000Z,35.762
2022-04-09T06:03:06.000Z,35.759
2022-04-09T06:05:30.000Z,35.755
2022-04-09T06:07:54.000Z,35.754
2022-04-09T06:10:18.000Z,35.755
2022-04-09T06:12:42.000Z,35.757
2022-04-09T06:15:06.000Z,35.757
2022-04-09T06:17:30.000Z,35.758
2022-04-09T06:19:54.000Z,35.758
2022-04-09T06:22:18.000Z,35.764
2022-04-09T06:24:42.000Z,35.767
2022-04-09T06:27:06.000Z,35.77
2022-04-09T06:29:30.000Z,35.769
2022-04-09T06:31:53.000Z,35.767
2022-04-09T06:34:17.000Z,35.766
2022-04-09T06:37:01.000Z,35.766
2022-04-09T06:39:25.000Z,35.766
2022-04-09T06:41:49.000Z,35.768
2022-04-09T06:44:13.000Z,35.77
2022-04-09T07:03:01.000Z,35.776
2022-04-09T07:05:22.000Z,35.776
2022-04-09T07:07:44.000Z,35.775
2022-04-09T07:10:06.000Z,35.774
2022-04-09T07:12:27.000Z,35.772
2022-04-09T07:18:14.000Z,35.77
2022-04-09T07:20:38.000Z,35.772
2022-04-09T07:23:02.000Z,35.769
2022-04-09T07:25:26.000Z,35.763
2022-04-09T07:27:50.000Z,35.759
2022-04-09T07:30:13.000Z,35.755
2022-04-09T07:32:37.000Z,35.751
2022-04-09T07:35:21.000Z,35.75
2022-04-09T07:37:45.000Z,35.749
2022-04-09T07:40:09.000Z,35.75
2022-04-09T07:42:33.000Z,35.751
2022-04-09T07:44:57.000Z,35.749
2022-04-09T07:47:21.000Z,35.744
2022-04-09T07:49:45.000Z,35.747
2022-04-09T07:52:09.000Z,35.749
2022-04-09T07:54:33.000Z,35.745
2022-04-09T07:56:57.000Z,35.742
2022-04-09T07:59:20.000Z,35.741
2022-04-09T08:01:44.000Z,35.739
2022-04-09T08:04:08.000Z,35.74
2022-04-09T08:06:32.000Z,35.759
2022-04-09T08:08:56.000Z,35.761
2022-04-09T08:11:20.000Z,35.762
2022-04-09T08:13:44.000Z,35.765
2022-04-09T08:16:08.000Z,35.767
2022-04-09T08:18:32.000Z,35.77
2022-04-09T08:20:56.000Z,35.772
2022-04-09T08:23:20.000Z,35.775
2022-04-09T08:25:44.000Z,35.774
2022-04-09T08:28:08.000Z,35.778
2022-04-09T08:30:32.000Z,35.783
2022-04-09T08:32:55.000Z,35.782
2022-04-09T08:35:39.000Z,35.779
2022-04-09T08:38:03.000Z,35.782
2022-04-09T08:40:27.000Z,35.787
2022-04-09T08:42:51.000Z,35.792
2022-04-09T08:45:15.000Z,35.797
2022-04-09T08:47:39.000Z,35.796
2022-04-09T08:50:03.000Z,35.792
2022-04-09T08:52:27.000Z,35.788
2022-04-09T08:54:51.000Z,35.772
2022-04-09T08:57:15.000Z,35.766
2022-04-09T08:59:38.000Z,35.756
2022-04-09T09:02:02.000Z,35.747
2022-04-09T09:04:26.000Z,35.745
2022-04-09T09:06:50.000Z,35.742
2022-04-09T09:09:14.000Z,35.743
2022-04-09T09:11:38.000Z,35.745
2022-04-09T09:14:02.000Z,35.745
2022-04-09T09:16:26.000Z,35.735
2022-04-09T09:18:50.000Z,35.728
2022-04-09T09:21:14.000Z,35.724
2022-04-09T09:23:38.000Z,35.722
2022-04-09T09:26:02.000Z,35.717
2022-04-09T09:28:26.000Z,35.713
2022-04-09T09:30:50.000Z,35.707
2022-04-09T09:33:13.000Z,35.722
2022-04-09T09:35:57.000Z,35.744
2022-04-09T09:38:21.000Z,35.744
2022-04-09T09:40:45.000Z,35.731
2022-04-09T09:43:09.000Z,35.718
2022-04-09T09:45:33.000Z,35.722
2022-04-09T09:47:57.000Z,35.723
2022-04-09T09:50:21.000Z,35.731
2022-04-09T09:52:45.000Z,35.736
2022-04-09T09:55:09.000Z,35.741
2022-04-09T09:57:33.000Z,35.748
2022-04-09T09:59:56.000Z,35.748
2022-04-09T10:02:20.000Z,35.749
2022-04-09T10:04:44.000Z,35.752
2022-04-09T10:07:08.000Z,35.755
2022-04-09T10:09:32.000Z,35.755
2022-04-09T10:11:56.000Z,35.749
2022-04-09T10:14:20.000Z,35.745
2022-04-09T10:16:44.000Z,35.761
2022-04-09T10:19:08.000Z,35.775
2022-04-09T10:21:32.000Z,35.786
2022-04-09T10:23:55.000Z,35.793
2022-04-09T10:26:19.000Z,35.796
2022-04-09T10:28:43.000Z,35.793
2022-04-09T11:08:06.000Z,35.551
2022-04-09T11:10:27.000Z,35.559
2022-04-09T11:12:48.000Z,35.565
2022-04-09T11:15:10.000Z,35.552
2022-04-09T11:17:31.000Z,35.548
2022-04-09T11:23:18.000Z,35.508
2022-04-09T11:25:42.000Z,35.517
2022-04-09T11:28:06.000Z,35.522
2022-04-09T11:30:30.000Z,35.541
2022-04-09T11:32:54.000Z,35.563
2022-04-09T11:35:38.000Z,35.568
2022-04-09T11:38:02.000Z,35.574
2022-04-09T11:40:26.000Z,35.573
2022-04-09T11:42:49.000Z,35.572
2022-04-09T11:45:13.000Z,35.577
2022-04-09T11:47:37.000Z,35.599
2022-04-09T11:50:01.000Z,35.632
2022-04-09T11:52:25.000Z,35.665
2022-04-09T11:54:49.000Z,35.684
2022-04-09T11:57:13.000Z,35.702
2022-04-09T11:59:37.000Z,35.718
2022-04-09T12:02:01.000Z,35.724
2022-04-09T12:04:24.000Z,35.732
2022-04-09T12:06:48.000Z,35.745
2022-04-09T12:09:12.000Z,35.758
2022-04-09T12:11:36.000Z,35.77
2022-04-09T12:14:00.000Z,35.776
2022-04-09T12:16:24.000Z,35.778
2022-04-09T12:18:48.000Z,35.78
2022-04-09T12:21:12.000Z,35.78
2022-04-09T12:23:36.000Z,35.781
2022-04-09T12:25:59.000Z,35.729
2022-04-09T12:28:23.000Z,35.677
2022-04-09T12:30:47.000Z,35.642
2022-04-09T12:33:11.000Z,35.663
2022-04-09T12:35:55.000Z,35.692
2022-04-09T12:38:19.000Z,35.713
2022-04-09T12:40:43.000Z,35.726
2022-04-09T12:43:07.000Z,35.738
2022-04-09T12:45:31.000Z,35.75
2022-04-09T12:47:55.000Z,35.757
2022-04-09T12:50:19.000Z,35.755
2022-04-09T12:52:43.000Z,35.754
2022-04-09T12:55:07.000Z,35.758
2022-04-09T12:57:30.000Z,35.762
2022-04-09T12:59:54.000Z,35.778
2022-04-09T13:02:18.000Z,35.805
2022-04-09T13:04:42.000Z,35.798
2022-04-09T13:07:06.000Z,35.788
2022-04-09T13:09:30.000Z,35.791
2022-04-09T13:11:54.000Z,35.799
2022-04-09T13:14:18.000Z,35.776
2022-04-09T13:16:42.000Z,35.751
2022-04-09T13:19:06.000Z,35.751
2022-04-09T13:21:30.000Z,35.737
2022-04-09T13:23:53.000Z,35.724
2022-04-09T13:26:17.000Z,35.728
2022-04-09T13:28:41.000Z,35.742
2022-04-09T13:31:05.000Z,35.765
2022-04-09T13:33:29.000Z,35.786
2022-04-09T13:36:13.000Z,35.788
2022-04-09T13:38:37.000Z,35.791
2022-04-09T13:41:01.000Z,35.797
2022-04-09T13:43:25.000Z,35.816
2022-04-09T13:45:49.000Z,35.843
2022-04-09T13:48:12.000Z,35.848
2022-04-09T13:50:36.000Z,35.86
2022-04-09T13:53:00.000Z,35.873
2022-04-09T13:55:24.000Z,35.884
2022-04-09T13:57:48.000Z,35.893
2022-04-09T14:00:12.000Z,35.897
2022-04-09T14:02:36.000Z,35.898
2022-04-09T14:05:00.000Z,35.902
2022-04-09T14:07:24.000Z,35.904
2022-04-09T14:09:47.000Z,35.915
2022-04-09T14:12:11.000Z,35.922
2022-04-09T14:14:35.000Z,35.927
2022-04-09T14:16:59.000Z,35.932
2022-04-09T14:19:23.000Z,35.933
2022-04-09T14:21:47.000Z,35.935
2022-04-09T14:24:11.000Z,35.933
2022-04-09T14:26:35.000Z,35.931
2022-04-09T14:28:59.000Z,35.912
2022-04-09T14:31:23.000Z,35.892
2022-04-09T14:33:47.000Z,35.88
2022-04-09T14:52:55.000Z,35.809
2022-04-09T14:55:16.000Z,35.815
2022-04-09T14:57:38.000Z,35.821
2022-04-09T14:59:59.000Z,35.835
2022-04-09T15:02:21.000Z,35.849
2022-04-09T15:08:08.000Z,35.875
2022-04-09T15:10:32.000Z,35.883
2022-04-09T15:12:55.000Z,35.891
2022-04-09T15:15:20.000Z,35.905
2022-04-09T15:17:43.000Z,35.922
2022-04-09T15:20:07.000Z,35.916
2022-04-09T15:22:31.000Z,35.906
2022-04-09T15:24:55.000Z,35.91
2022-04-09T15:27:19.000Z,35.916
2022-04-09T15:29:43.000Z,35.922
2022-04-09T15:32:07.000Z,35.928
2022-04-09T15:34:31.000Z,35.933
2022-04-09T15:37:15.000Z,35.938
2022-04-09T15:39:39.000Z,35.943
2022-04-09T15:42:03.000Z,35.952
2022-04-09T15:44:26.000Z,35.962
2022-04-09T15:46:50.000Z,35.972
2022-04-09T15:49:14.000Z,35.978
2022-04-09T15:51:38.000Z,35.982
2022-04-09T15:54:02.000Z,35.981
2022-04-09T15:56:26.000Z,35.979
2022-04-09T15:58:50.000Z,35.977
2022-04-09T16:01:14.000Z,35.974
2022-04-09T16:03:38.000Z,35.971
2022-04-09T16:06:01.000Z,35.972
2022-04-09T16:08:25.000Z,35.972
2022-04-09T16:10:49.000Z,35.971
2022-04-09T16:13:13.000Z,35.968
2022-04-09T16:15:37.000Z,35.963
2022-04-09T16:18:01.000Z,35.962
2022-04-09T16:20:25.000Z,35.955
2022-04-09T16:22:49.000Z,35.95
2022-04-09T16:25:13.000Z,35.944
2022-04-09T16:27:36.000Z,35.938
2022-04-09T16:30:00.000Z,35.905
2022-04-09T16:32:24.000Z,35.872
2022-04-09T16:34:48.000Z,35.884
2022-04-09T16:37:32.000Z,35.899
2022-04-09T16:39:56.000Z,35.902
2022-04-09T16:42:20.000Z,35.908
2022-04-09T16:44:44.000Z,35.908
2022-04-09T16:47:08.000Z,35.907
2022-04-09T16:49:32.000Z,35.908
2022-04-09T16:51:55.000Z,35.909
2022-04-09T16:54:19.000Z,35.924
2022-04-09T16:56:43.000Z,35.934
2022-04-09T16:59:07.000Z,35.925
2022-04-09T17:01:31.000Z,35.917
2022-04-09T17:03:55.000Z,35.911
2022-04-09T17:06:19.000Z,35.908
2022-04-09T17:08:43.000Z,35.921
2022-04-09T17:11:07.000Z,35.936
2022-04-09T17:13:31.000Z,35.936
2022-04-09T17:15:55.000Z,35.922
2022-04-09T17:18:19.000Z,35.909
2022-04-09T17:20:43.000Z,35.905
2022-04-09T17:23:07.000Z,35.898
2022-04-09T17:25:31.000Z,35.894
2022-04-09T17:27:55.000Z,35.888
2022-04-09T17:30:19.000Z,35.871
2022-04-09T17:32:43.000Z,35.863
2022-04-09T17:35:06.000Z,35.851
2022-04-09T17:37:50.000Z,35.841
2022-04-09T17:40:14.000Z,35.831
2022-04-09T17:42:38.000Z,35.862
