Year,Month,Day,Hour,Min,Sec,SSS
2018,8,30,5,11,6,35.0000
2018,8,30,5,12,39,35.0000
2018,8,30,5,14,12,35.0000
2018,8,30,5,15,46,35.0000
2018,8,30,5,17,18,35.0000
2018,8,30,5,18,51,35.0000
2018,8,30,5,20,23,35.0000
2018,8,30,5,21,56,35.0000
2018,8,30,5,23,29,35.0000
2018,8,30,5,25,1,35.0000
2018,8,30,5,26,34,35.0000
2018,8,30,5,28,7,35.0000
2018,8,30,5,29,39,35.0000
2018,8,30,5,31,12,35.0000
2018,8,30,5,32,46,35.0000
2018,8,30,5,34,18,35.0000
2018,8,30,5,35,51,35.0000
2018,8,30,5,37,23,35.0000
2018,8,30,5,38,56,35.0000
2018,8,30,5,40,29,35.0000
2018,8,30,5,42,1,35.0000
2018,8,30,5,43,34,35.0000
2018,8,30,5,45,7,35.0000
2018,8,30,5,46,39,35.0000
2018,8,30,5,48,12,35.0000
2018,8,30,5,49,45,35.0000
2018,8,30,5,54,36,35.0000
2018,8,30,5,59,6,35.0000
2018,8,30,6,3,37,35.0000
2018,8,30,6,8,7,35.0000
2018,8,30,6,12,38,35.0000
2018,8,30,6,14,8,35.0000
2018,8,30,6,15,39,35.0000
2018,8,30,6,17,9,35.0000
2018,8,30,6,18,39,35.0000
2018,8,30,6,23,35,35.0000
2018,8,30,6,25,8,35.0000
2018,8,30,6,26,41,35.0000
2018,8,30,6,28,13,35.0000
2018,8,30,6,29,46,35.0000
2018,8,30,6,31,18,35.0000
2018,8,30,6,32,51,35.0000
2018,8,30,6,34,24,35.0000
2018,8,30,6,35,56,35.0000
2018,8,30,6,37,29,35.0000
2018,8,30,6,39,2,35.0000
2018,8,30,6,40,34,35.0000
2018,8,30,6,42,7,35.0000
2018,8,30,6,43,39,35.0000
2018,8,30,6,45,12,35.0000
2018,8,30,6,46,45,35.0000
2018,8,30,6,48,17,35.0000
2018,8,30,6,49,50,35.0000
2018,8,30,6,51,43,35.0000
2018,8,30,6,53,16,35.0000
2018,8,30,6,54,49,35.0000
2018,8,30,6,56,21,35.0000
2018,8,30,6,57,54,35.0000
2018,8,30,6,59,27,35.0000
2018,8,30,7,0,59,35.0000
2018,8,30,7,2,32,35.0000
2018,8,30,7,4,4,35.0000
2018,8,30,7,5,37,35.0000
2018,8,30,7,7,10,35.0000
2018,8,30,7,8,42,35.0000
2018,8,30,7,10,15,35.0000
2018,8,30,7,11,48,35.0000
2018,8,30,7,13,20,35.0000
2018,8,30,7,14,53,35.0000
2018,8,30,7,16,26,35.0000
2018,8,30,7,17,58,35.0000
2018,8,30,7,19,31,35.0000
2018,8,30,7,21,3,35.0000
2018,8,30,7,22,36,35.0000
2018,8,30,7,24,8,35.0000
2018,8,30,7,25,41,35.0000
2018,8,30,7,27,14,35.0000
2018,8,30,7,28,46,35.0000
2018,8,30,7,30,19,35.0000
2018,8,30,7,31,51,35.0000
2018,8,30,7,33,24,35.0000
2018,8,30,7,34,57,35.0000
2018,8,30,7,36,29,35.0000
2018,8,30,7,38,2,35.0000
2018,8,30,7,39,35,35.0000
2018,8,30,7,41,7,35.0000
2018,8,30,7,42,40,35.0000
2018,8,30,7,44,12,35.0000
2018,8,30,7,45,45,35.0000
2018,8,30,7,47,18,35.0000
2018,8,30,7,48,50,35.0000
2018,8,30,7,50,23,35.0000
2018,8,30,7,52,16,35.0000
2018,8,30,7,53,49,35.0000
2018,8,30,7,55,22,35.0000
2018,8,30,7,56,54,35.0000
2018,8,30,7,58,27,35.0000
2018,8,30,7,59,59,35.0000
2018,8,30,8,1,32,35.0000
2018,8,30,8,3,5,35.0000
2018,8,30,8,4,37,35.0000
2018,8,30,8,6,10,35.0000
2018,8,30,8,7,42,35.0000
2018,8,30,8,9,15,35.0000
2018,8,30,8,10,48,35.0000
2018,8,30,8,12,20,35.0000
2018,8,30,8,13,53,35.0000
2018,8,30,8,15,26,35.0000
2018,8,30,8,16,58,35.0000
2018,8,30,8,18,31,35.0000
2018,8,30,8,20,3,35.0000
2018,8,30,8,21,38,35.0000
2018,8,30,8,23,10,35.0000
2018,8,30,8,24,43,35.0000
2018,8,30,8,26,15,35.0000
2018,8,30,8,30,46,35.0000
2018,8,30,8,35,17,35.0000
2018,8,30,8,39,47,35.0000
2018,8,30,8,44,17,35.0000
2018,8,30,8,48,47,35.0000
2018,8,30,8,50,18,35.0000
2018,8,30,8,52,9,35.0000
2018,8,30,8,53,39,35.0000
2018,8,30,8,55,10,35.0000
2018,8,30,9,0,6,35.0000
2018,8,30,9,1,38,35.0000
2018,8,30,9,3,11,35.0000
2018,8,30,9,4,44,35.0000
2018,8,30,9,6,17,35.0000
2018,8,30,9,7,49,35.0000
2018,8,30,9,9,22,35.0000
2018,8,30,9,10,54,35.0000
2018,8,30,9,12,27,35.0000
2018,8,30,9,13,59,35.0000
2018,8,30,9,15,32,35.0000
2018,8,30,9,17,5,35.0000
2018,8,30,9,18,37,35.0000
2018,8,30,9,20,10,35.0000
2018,8,30,9,21,42,35.0000
2018,8,30,9,23,15,35.0000
2018,8,30,9,24,48,35.0000
2018,8,30,9,26,20,35.0000
2018,8,30,9,27,53,35.0000
2018,8,30,9,29,25,35.0000
2018,8,30,9,30,58,35.0000
2018,8,30,9,32,31,35.0000
2018,8,30,9,34,3,35.0000
2018,8,30,9,35,36,35.0000
2018,8,30,9,37,8,35.0000
2018,8,30,9,38,41,35.0000
2018,8,30,9,40,14,35.0000
2018,8,30,9,41,46,35.0000
2018,8,30,9,43,19,35.0000
2018,8,30,9,44,51,35.0000
2018,8,30,9,46,24,35.0000
2018,8,30,9,47,57,35.0000
2018,8,30,9,49,29,35.0000
2018,8,30,9,51,2,35.0000
2018,8,30,9,52,55,35.0000
2018,8,30,9,54,28,35.0000
2018,8,30,9,56,1,35.0000
2018,8,30,9,57,33,35.0000
2018,8,30,9,59,6,35.0000
2018,8,30,10,0,38,35.0000
2018,8,30,10,2,11,35.0000
2018,8,30,10,3,43,35.0000
2018,8,30,10,5,16,35.0000
2018,8,30,10,6,48,35.0000
2018,8,30,10,8,21,35.0000
2018,8,30,10,9,54,35.0000
2018,8,30,10,11,26,35.0000
2018,8,30,10,12,59,35.0000
2018,8,30,10,14,32,35.0000
2018,8,30,10,16,4,35.0000
2018,8,30,10,17,37,35.0000
2018,8,30,10,19,10,35.0000
2018,8,30,10,20,42,35.0000
2018,8,30,10,22,15,35.0000
2018,8,30,10,23,47,35.0000
2018,8,30,10,25,20,35.0000
2018,8,30,10,26,53,35.0000
2018,8,30,10,28,25,35.0000
2018,8,30,10,29,58,35.0000
2018,8,30,10,31,30,35.0000
2018,8,30,10,33,3,35.0000
2018,8,30,10,34,36,35.0000
2018,8,30,10,36,8,35.0000
2018,8,30,10,37,41,35.0000
2018,8,30,10,39,14,35.0000
2018,8,30,10,40,46,35.0000
2018,8,30,10,42,19,35.0000
2018,8,30,10,43,51,35.0000
2018,8,30,10,45,24,35.0000
2018,8,30,10,46,57,35.0000
2018,8,30,10,48,29,35.0000
2018,8,30,10,50,2,35.0000
2018,8,30,10,51,34,35.0000
2018,8,30,10,53,28,35.0000
2018,8,30,10,55,1,35.0000
2018,8,30,10,56,33,35.0000
2018,8,30,10,58,6,35.0000
2018,8,30,10,59,38,35.0000
2018,8,30,11,1,11,35.0000
2018,8,30,11,2,44,35.0000
2018,8,30,11,7,14,35.0000
2018,8,30,11,11,44,35.0000
2018,8,30,11,16,15,35.0000
2018,8,30,11,20,45,35.0000
2018,8,30,11,25,20,35.0000
2018,8,30,11,29,54,35.0000
2018,8,30,11,34,25,35.0000
2018,8,30,11,38,55,35.0000
2018,8,30,11,43,26,35.0000
2018,8,30,11,47,56,35.0000
2018,8,30,11,52,26,35.0000
2018,8,30,11,54,17,35.0000
2018,8,30,11,55,48,35.0000
2018,8,30,11,57,18,35.0000
2018,8,30,11,58,49,35.0000
2018,8,30,12,3,45,35.0000
2018,8,30,12,5,18,35.0000
2018,8,30,12,6,50,35.0000
2018,8,30,12,8,23,35.0000
2018,8,30,12,9,55,35.0000
2018,8,30,12,11,29,35.0000
2018,8,30,12,13,2,35.0000
2018,8,30,12,14,35,35.0000
2018,8,30,12,16,7,35.0000
2018,8,30,12,17,40,35.0000
2018,8,30,12,19,13,35.0000
2018,8,30,12,20,45,35.0000
2018,8,30,12,22,18,35.0000
2018,8,30,12,23,50,35.0000
2018,8,30,12,25,23,35.0000
2018,8,30,12,26,56,35.0000
2018,8,30,12,28,30,35.0000
2018,8,30,12,30,2,35.0000
2018,8,30,12,31,35,35.0000
2018,8,30,12,33,7,35.0000
2018,8,30,12,34,40,35.0000
2018,8,30,12,36,13,35.0000
2018,8,30,12,37,45,35.0000
2018,8,30,12,39,18,35.0000
2018,8,30,12,40,50,35.0000
2018,8,30,12,42,23,35.0000
2018,8,30,12,43,56,35.0000
2018,8,30,12,45,30,35.0000
2018,8,30,12,47,2,35.0000
2018,8,30,12,48,35,35.0000
2018,8,30,12,50,7,35.0000
2018,8,30,12,51,40,35.0000
2018,8,30,12,53,34,35.0000
2018,8,30,12,55,6,35.0000
2018,8,30,12,56,39,35.0000
2018,8,30,12,58,11,35.0000
2018,8,30,12,59,44,35.0000
2018,8,30,13,1,17,35.0000
2018,8,30,13,2,49,35.0000
2018,8,30,13,4,22,35.0000
2018,8,30,13,5,55,35.0000
2018,8,30,13,7,27,35.0000
2018,8,30,13,9,0,35.0000
2018,8,30,13,10,32,35.0000
2018,8,30,13,12,5,35.0000
2018,8,30,13,13,38,35.0000
2018,8,30,13,15,10,35.0000
2018,8,30,13,16,43,35.0000
2018,8,30,13,18,15,35.0000
2018,8,30,13,19,48,35.0000
2018,8,30,13,21,21,35.0000
2018,8,30,13,22,53,35.0000
2018,8,30,13,24,26,35.0000
2018,8,30,13,25,58,35.0000
2018,8,30,13,27,31,35.0000
2018,8,30,13,29,4,35.0000
2018,8,30,13,30,36,35.0000
2018,8,30,13,32,10,35.0000
2018,8,30,13,33,43,35.0000
2018,8,30,13,35,15,35.0000
2018,8,30,13,36,48,35.0000
2018,8,30,13,38,21,35.0000
2018,8,30,13,39,53,35.0000
2018,8,30,13,41,26,35.0000
2018,8,30,13,42,59,35.0000
2018,8,30,13,44,31,35.0000
2018,8,30,13,46,4,35.0000
2018,8,30,13,47,37,35.0000
2018,8,30,13,49,9,35.0000
2018,8,30,13,50,42,35.0000
2018,8,30,13,52,14,35.0000
2018,8,30,13,54,8,35.0000
2018,8,30,13,55,41,35.0000
2018,8,30,13,57,13,35.0000
2018,8,30,13,58,46,35.0000
2018,8,30,14,0,19,35.0000
2018,8,30,14,1,51,35.0000
2018,8,30,14,3,24,35.0000
2018,8,30,14,4,56,35.0000
2018,8,30,14,6,30,35.0000
2018,8,30,14,11,0,35.0000
2018,8,30,14,15,30,35.0000
2018,8,30,14,20,0,35.0000
2018,8,30,14,24,31,35.0000
2018,8,30,14,29,1,35.0000
2018,8,30,14,30,31,35.0000
2018,8,30,14,32,1,35.0000
2018,8,30,14,33,32,35.0000
2018,8,30,14,35,2,35.0000
2018,8,30,14,39,58,35.0000
2018,8,30,14,41,31,35.0000
2018,8,30,14,43,4,35.0000
2018,8,30,14,44,36,35.0000
2018,8,30,14,46,9,35.0000
2018,8,30,14,47,41,35.0000
2018,8,30,14,49,14,35.0000
2018,8,30,14,50,47,35.0000
2018,8,30,14,52,19,35.0000
2018,8,30,14,54,13,35.0000
2018,8,30,14,55,45,35.0000
2018,8,30,14,57,18,35.0000
2018,8,30,14,58,51,35.0000
2018,8,30,15,0,23,35.0000
2018,8,30,15,1,56,35.0000
2018,8,30,15,3,28,35.0000
2018,8,30,15,5,1,35.0000
2018,8,30,15,6,34,35.0000
2018,8,30,15,8,6,35.0000
2018,8,30,15,9,39,35.0000
2018,8,30,15,11,11,35.0000
2018,8,30,15,12,44,35.0000
2018,8,30,15,14,17,35.0000
2018,8,30,15,15,49,35.0000
2018,8,30,15,17,22,35.0000
2018,8,30,15,18,54,35.0000
2018,8,30,15,20,27,35.0000
2018,8,30,15,22,0,35.0000
2018,8,30,15,23,32,35.0000
2018,8,30,15,25,5,35.0000
2018,8,30,15,26,38,35.0000
2018,8,30,15,28,10,35.0000
2018,8,30,15,29,43,35.0000
2018,8,30,15,31,15,35.0000
2018,8,30,15,32,48,35.0000
2018,8,30,15,34,21,35.0000
2018,8,30,15,35,53,35.0000
2018,8,30,15,37,26,35.0000
2018,8,30,15,38,58,35.0000
2018,8,30,15,40,31,35.0000
2018,8,30,15,42,4,35.0000
2018,8,30,15,43,36,35.0000
2018,8,30,15,45,9,35.0000
2018,8,30,15,46,41,35.0000
2018,8,30,15,48,14,35.0000
2018,8,30,15,49,47,35.0000
2018,8,30,15,51,19,35.0000
2018,8,30,15,52,52,35.0000
2018,8,30,15,54,45,35.0000
2018,8,30,15,56,18,35.0000
2018,8,30,15,57,51,35.0000
2018,8,30,15,59,23,35.0000
2018,8,30,16,0,56,35.0000
2018,8,30,16,2,28,35.0000
2018,8,30,16,4,1,35.0000
2018,8,30,16,5,34,35.0000
2018,8,30,16,7,6,35.0000
2018,8,30,16,8,39,35.0000
2018,8,30,16,10,12,35.0000
2018,8,30,16,11,44,35.0000
2018,8,30,16,13,17,35.0000
2018,8,30,16,14,49,35.0000
2018,8,30,16,16,22,35.0000
