Date,Longitude,Latitude,Temp,P_sal,Temp_in_eq,Press_eq,xH2OEquilSamp,xCO2_dryWater,pCO2_eqT,pCO2,fCO2,QC Flag,QC Message
2018-08-30 03:48:31,7.080,57.784,16.776,35.000,16.900,1014.610,NaN,354.230,348.630,346.806,345.581,2,"Ambient Pressure changes too quickly (37); Ambient Pressure changes too quickly (1); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (1); Ambient Pressure is out of range (1); Ambient Pressure standard deviation is too large (1); Salinity constant for too long (1) (3); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (796); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (842); Salinity constant for too long (1) (1)"
2018-08-30 03:50:05,7.067,57.784,16.791,35.000,16.910,1014.570,NaN,355.510,349.871,348.114,346.885,2,"Ambient Pressure changes too quickly (37); Ambient Pressure changes too quickly (1); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (1); Ambient Pressure is out of range (1); Ambient Pressure standard deviation is too large (1); Salinity constant for too long (1) (3); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (796); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (842); Salinity constant for too long (1) (1)"
2018-08-30 03:51:59,7.052,57.785,16.797,35.000,16.920,1014.740,NaN,356.380,350.783,348.963,347.730,2,"Ambient Pressure changes too quickly (37); Ambient Pressure changes too quickly (1); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (1); Ambient Pressure is out of range (1); Ambient Pressure standard deviation is too large (1); Salinity constant for too long (1) (3); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (796); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (842); Salinity constant for too long (1) (1)"
2018-08-30 03:53:31,7.039,57.785,16.797,35.000,16.920,1014.680,NaN,356.660,351.038,349.217,347.984,2,"Ambient Pressure changes too quickly (37); Ambient Pressure changes too quickly (1); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (1); Ambient Pressure is out of range (1); Ambient Pressure standard deviation is too large (1); Salinity constant for too long (1) (3); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (796); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (842); Salinity constant for too long (1) (1)"
2018-08-30 03:55:04,7.026,57.786,16.802,35.000,16.930,1014.700,NaN,356.470,350.856,348.962,347.730,2,"Ambient Pressure changes too quickly (37); Ambient Pressure changes too quickly (1); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (1); Ambient Pressure is out of range (1); Ambient Pressure standard deviation is too large (1); Salinity constant for too long (1) (3); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (796); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (842); Salinity constant for too long (1) (1)"
2018-08-30 03:56:36,7.014,57.786,16.803,35.000,16.930,1014.700,NaN,356.250,350.642,348.763,347.532,2,"Ambient Pressure changes too quickly (37); Ambient Pressure changes too quickly (1); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (1); Ambient Pressure is out of range (1); Ambient Pressure standard deviation is too large (1); Salinity constant for too long (1) (3); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (796); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (842); Salinity constant for too long (1) (1)"
2018-08-30 03:58:09,7.001,57.787,16.695,35.000,16.900,1014.710,NaN,355.860,350.276,347.252,346.026,2,"Ambient Pressure changes too quickly (37); Ambient Pressure changes too quickly (1); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (1); Ambient Pressure is out of range (1); Ambient Pressure standard deviation is too large (1); Salinity constant for too long (1) (3); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (796); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (842); Salinity constant for too long (1) (1)"
2018-08-30 03:59:42,6.989,57.787,16.686,35.000,16.830,1014.710,NaN,354.810,349.276,347.155,345.927,2,"Ambient Pressure changes too quickly (37); Ambient Pressure changes too quickly (1); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (1); Ambient Pressure is out of range (1); Ambient Pressure standard deviation is too large (1); Salinity constant for too long (1) (3); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (796); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (842); Salinity constant for too long (1) (1)"
2018-08-30 04:01:14,6.976,57.788,16.730,35.000,16.820,1014.790,NaN,353.640,348.160,346.837,345.611,2,"Ambient Pressure changes too quickly (37); Ambient Pressure changes too quickly (1); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (1); Ambient Pressure is out of range (1); Ambient Pressure standard deviation is too large (1); Salinity constant for too long (1) (3); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (796); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (842); Salinity constant for too long (1) (1)"
2018-08-30 04:02:47,6.963,57.788,16.776,35.000,16.880,1014.840,NaN,353.260,347.781,346.254,345.031,2,"Ambient Pressure changes too quickly (37); Ambient Pressure changes too quickly (1); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (1); Ambient Pressure is out of range (1); Ambient Pressure standard deviation is too large (1); Salinity constant for too long (1) (3); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (796); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (842); Salinity constant for too long (1) (1)"
2018-08-30 04:04:20,6.951,57.789,16.785,35.000,16.910,1014.610,NaN,353.460,347.886,346.051,344.829,2,"Ambient Pressure changes too quickly (37); Ambient Pressure changes too quickly (1); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (1); Ambient Pressure is out of range (1); Ambient Pressure standard deviation is too large (1); Salinity constant for too long (1) (3); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (796); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (842); Salinity constant for too long (1) (1)"
2018-08-30 04:05:52,6.938,57.789,16.789,35.000,16.910,1014.890,NaN,353.920,348.437,346.658,345.434,2,"Ambient Pressure changes too quickly (37); Ambient Pressure changes too quickly (1); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (1); Ambient Pressure is out of range (1); Ambient Pressure standard deviation is too large (1); Salinity constant for too long (1) (3); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (796); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (842); Salinity constant for too long (1) (1)"
2018-08-30 04:07:25,6.926,57.790,16.806,35.000,16.920,1014.900,NaN,354.180,348.694,347.016,345.791,2,"Ambient Pressure changes too quickly (37); Ambient Pressure changes too quickly (1); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (1); Ambient Pressure is out of range (1); Ambient Pressure standard deviation is too large (1); Salinity constant for too long (1) (3); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (796); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (842); Salinity constant for too long (1) (1)"
2018-08-30 04:08:57,6.913,57.790,16.792,35.000,16.930,1014.910,NaN,354.540,349.048,347.017,345.791,2,"Ambient Pressure changes too quickly (37); Ambient Pressure changes too quickly (1); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (1); Ambient Pressure is out of range (1); Ambient Pressure standard deviation is too large (1); Salinity constant for too long (1) (3); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (796); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (842); Salinity constant for too long (1) (1)"
2018-08-30 04:10:30,6.900,57.791,16.799,35.000,16.920,1014.950,NaN,354.530,349.058,347.276,346.050,2,"Ambient Pressure changes too quickly (37); Ambient Pressure changes too quickly (1); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (1); Ambient Pressure is out of range (1); Ambient Pressure standard deviation is too large (1); Salinity constant for too long (1) (3); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (796); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (842); Salinity constant for too long (1) (1)"
2018-08-30 04:12:03,6.888,57.791,16.818,35.000,16.940,1014.940,NaN,354.180,348.704,346.909,345.684,2,"Ambient Pressure changes too quickly (37); Ambient Pressure changes too quickly (1); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (1); Ambient Pressure is out of range (1); Ambient Pressure standard deviation is too large (1); Salinity constant for too long (1) (3); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (796); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (842); Salinity constant for too long (1) (1)"
2018-08-30 04:13:35,6.875,57.791,16.821,35.000,16.940,1015.190,NaN,354.100,348.715,346.964,345.738,2,"Ambient Pressure changes too quickly (37); Ambient Pressure changes too quickly (1); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (1); Ambient Pressure is out of range (1); Ambient Pressure standard deviation is too large (1); Salinity constant for too long (1) (3); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (796); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (842); Salinity constant for too long (1) (1)"
2018-08-30 04:15:08,6.862,57.792,16.820,35.000,16.950,1015.160,NaN,354.260,348.859,346.946,345.721,2,"Ambient Pressure changes too quickly (37); Ambient Pressure changes too quickly (1); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (1); Ambient Pressure is out of range (1); Ambient Pressure standard deviation is too large (1); Salinity constant for too long (1) (3); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (796); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (842); Salinity constant for too long (1) (1)"
2018-08-30 04:16:41,6.849,57.792,16.834,35.000,16.950,1015.180,NaN,354.380,348.985,347.277,346.051,2,"Ambient Pressure changes too quickly (37); Ambient Pressure changes too quickly (1); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (1); Ambient Pressure is out of range (1); Ambient Pressure standard deviation is too large (1); Salinity constant for too long (1) (3); Ambient Pressure changes too quickly (39); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (841); Salinity constant for too long (1) fake (1); Salinity constant for too long;Ambient Pressure is out of range;Ambient Pressure standard deviation is too large;Ambient Pressure changes too quickly (1) (796); Ambient Pressure is out of range (20); Ambient Pressure standard deviation is too large (20); CO2 standard deviation is too large (3); Delta Temperature standard deviation is too large (14); Equilibrator Temperature standard deviation is too large (4); Intake Temperature standard deviation is too large (4); Salinity constant for too long (842); Salinity constant for too long (1) (1)"
